main_category,subcategory,master_name,review_amount,rating,size,details,True to size (size_ag),Too Big (size_ag),Small (size_ag),Too Small (size_ag),Not specified (size_ag),Big (size_ag),Not specified (experience),Quality (experience),Stylish (experience),Comfortable (experience),Verified Buyer,Verified Reviewer,Unverified
Woman's,Womens-sneakers,Momentum-m,12,4.7,Big,"1 inch heel height; Textile, suede, and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported",6.0,3.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,1.0
Woman's,Womens-sneakers,Boomer,31,4.9,True to size,1.5 inch heel height; Textile and vegan leather upper material; Textile lining; Textile sock; Synthetic sole; Imported,19.0,3.0,5.0,1.0,2.0,1.0,31.0,0.0,0.0,0.0,27.0,3.0,1.0
Woman's,Womens-sneakers,Nostalgic,1,5.0,True to size,"1 inch heel height; Textile and vegan leather upper material; Textile and vegan leather lining; Vegan leather sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Kadin,6,4.7,True to size,"3.75 inch heel height; Suede and textile upper material; Textile lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",4.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0
Woman's,Womens-sneakers,Glance,2,3.5,Small,1.75 inch heel height; Leather upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sneakers,Beamer,4,4.5,True to size,1.75 inch heel height; Raffia and synthetic upper material; Textile lining; Cork sock; Synthetic sole; Imported,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0
Woman's,Womens-sneakers,Stride,6,2.3,Too Small,".5 inch heel height; Textile and suede upper material; Textile lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,2.0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,4.0,0.0,2.0
Woman's,Womens-sneakers,Roaring-r,16,4.6,True to size,"Embellished double laced flatform sneaker; Double laced closure; Layered cutout panels over mesh; Flat platform sole; Rhinestone embellishment; 1.25 inch heel height; Suede, vegan leather, and textile upper material with rhinestones; Textile lining; Synthetic sole; Vegan leather sock; Complete the look with the BROARING bag; Imported",9.0,2.0,2.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,13.0,2.0,1.0
Woman's,Womens-sneakers,Bergen,4,5.0,True to size,Low top flatform sneaker; Laced closure; Wide flatform sole; 1 inch heel height; Vegan leather upper material; Textile lining; Textile sock; Synthetic sole; Imported,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
Woman's,Womens-sneakers,Booster,7,4.6,True to size,1.75 inch heel height; Microsuede upper material; Textile lining; Cork sock; Synthetic sole; Imported,3.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,5.0,1.0,1.0
Woman's,Womens-sneakers,Everlie-r,9,5.0,True to size,Flatform low top sneaker; Laced closure; Contrast panel design; Perforated toe detail; Memory foam footbed; Allover rhinestone embellishment; 1 inch heel height; Textile and leather with stones upper material; Synthetic and textile; Synthetic sock; Synthetic sole; Imported,7.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0
Woman's,Womens-sneakers,Jensen,0,,,1.25 inch heel height; Vegan leather upper material; Textile and vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Vault,7,5.0,True to size,1.5 inch heel height; Textile upper material; Textile lining; Textile sock; Synthetic sole; Imported,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0
Woman's,Womens-sneakers,Parker,1,5.0,True to size,2 inch heel height; Textile and synthetic upper material; Textile lining; Textile sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Dasher,1,4.0,Too Big,2 inch heel height; Suede and synthetic upper material; Faux fur lining; Faux fur sock; Synthetic sole; Imported,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Kickflip,4,4.5,True to size,1.5 inch heel height; Suede upper material; Synthetic lining; Leather sock; Synthetic sole; Imported,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0
Woman's,Womens-sneakers,Taker,1,5.0,Too Big,"2 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: if you are in between sizes, size up a half size; Imported",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Pregame,8,5.0,Big,1.5 inch heel height; Textile and suede upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,4.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,7.0,0.0,1.0
Woman's,Womens-sneakers,Elevate,5,4.6,True to size,2 inch heel height; Textile upper material; Textile lining; Textile sock; Synthetic sole; Imported,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0
Woman's,Womens-sneakers,Domino,0,,,1.5 inch heel height; Leather upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Marked,3,5.0,True to size,High top flatform sneaker; Laced closure; Padded ankle collar; Metallic accent panels; Perforated detail on toe and side; Chenille laces; Branded details on tongue; 1.5 inch heel height; Leather upper material; Leather lining; Leather sock; Synthetic sole; Imported,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sneakers,Everlie,89,4.7,True to size,Flatform low top sneaker; Laced closure; Contrast panel design; Perforated toe detail; Memory foam footbed; 1 inch heel height; Leather upper material; Synthetic and textile lining; Synthetic sock; Synthetic sole; Imported,26.0,12.0,8.0,1.0,5.0,2.0,54.0,0.0,0.0,0.0,52.0,1.0,1.0
Woman's,Womens-sneakers,Calypso,5,5.0,Big,Flatform high top sneaker; Laced closure; Padded ankle collar; Contrast panels; Perforated detail on toe and sides; Contrast outsole; 1 inch heel height; Leather upper material; Leather lining; Leather sock; Synthetic sole; Imported,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0
Woman's,Womens-sneakers,Bobbi,209,4.1,True to size,1.75 inch heel height; Textile upper material; Textile lining; Synthetic sole; Imported,60.0,2.0,4.0,15.0,19.0,8.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0
Woman's,Womens-sneakers,Bolt,0,,,"1 inch heel height; Vegan leather upper material; Textile and vegan leather lining; Vegan leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Stylus,1,5.0,Too Big,2 inch heel height; Textile and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Samarah,8,4.8,True to size,Waffle weave slip-on platform sneakers; Slip-on style; Stretch fabric construction; Platform sole with wide vertical ribbing; Whipstitch detail over welt; 1.25 inch heel height; Textile upper material; Textile lining; Textile sock; Synthetic sole; Imported,4.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,1.0
Woman's,Womens-sneakers,Strive,0,,,"1.25 inch heel height; Suede upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Everett,5,4.2,Big,"Flatform low top sneaker; Laced closure; Perforated details on toe; Contrast panel design; D-ring lacing hardware; 1 inch heel height; Textile, suede, and leather upper materials; Textile and synthetic lining; Synthetic sole; Synthetic sock; Imported",3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
Woman's,Womens-sneakers,Endless,1,5.0,True to size,Distressed platform high top sneakers; Laced closure; Contrast accent panel design; Perforated details at front and sides; Padded ankle collar; Extra wide laces; 1.25 inch heel height; Leather upper material; Leather lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Emporia,104,4.6,True to size,Low top sneaker; Laced closure; .5 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,63.0,9.0,15.0,5.0,10.0,2.0,104.0,0.0,0.0,0.0,95.0,4.0,5.0
Woman's,Womens-sneakers,Ninja,21,4.7,True to size,1.75 inch heel height; Microsuede upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,14.0,1.0,1.0,0.0,3.0,2.0,21.0,0.0,0.0,0.0,18.0,1.0,2.0
Woman's,Womens-sneakers,Soar,0,,,"2 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Becky,7,4.7,True to size,1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,5.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,5.0,0.0,2.0
Woman's,Womens-sneakers,Flex,7,4.6,True to size,Chunky platform sneaker; Laced closure; Wide molded platform sole; 1.5 inch heel height; Vegan leather and textile upper material; Textile lining; Vegan leather sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0
Woman's,Womens-sneakers,Mazus,4,5.0,Big,1.5 inch heel height; Textile and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sneakers,Tread,2,5.0,True to size,1 inch heel height; Textile and leather upper material; Leather lining; Leather sock; Synthetic sole; Imported,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sneakers,Cyclone,11,4.6,True to size,1.25 inch heel height; Textile and synthetic upper material; Textile lining; Textile sock; Synthetic sole; Imported,6.0,1.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,10.0,1.0,0.0
Woman's,Womens-sneakers,Emilee,1,5.0,True to size,High top flatform sneaker with charms; Laced closure with stay-put ankle straps; Contrast accent panels at back; Perforated details at front and sides; Crepe texture low flatform sole; Colorful charms; Padded ankle collar; 1 inch heel height; Leather upper material with charms; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Woman's,Womens-sneakers,Glorify,19,4.9,True to size,1.75 inch heel height; Textile upper material; Textile lining; Textile sock; Synthetic sole; Imported,12.0,4.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
Woman's,Womens-sneakers,Decky,0,,,High top flatform sneaker; Back zipper closure with front lacing; Padded ankle collar; Contrast stitching; 1.5 inch heel height; Suede upper material; Textile lining; Textile sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Dodge-c,0,,,1.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; This style will come with both brown and pink laces; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Sebi,0,,,"1.75 inch heel height; Textile, faux suede, and synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Sporty,0,,,1 inch heel height; Leather and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; This style will come with both solid white laces and colored stripe laces; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Razzle,1,5.0,True to size,Flatform low top sneaker; Laced closure; 1.25 inch heel height; Suede upper material; Textile lining; Textile sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Marvin,0,,,1.25 inch heel height; Synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Shereen,10,4.3,True to size,Flatform low top sneaker; Laced closure; Bubbled ribbing texture around wide platform sole; Contrast panel details; 1.25 inch heel height; Suede and leather upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,7.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,8.0,0.0,2.0
Woman's,Womens-sneakers,Shevron,0,,,2.5 inch heel height; Textile and synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Activate,0,,,1.75 inch heel height; Textile and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Brayan,3,5.0,Too Big,Low top sneakers; Laced closure; Fuzzy laces; Crepe texture flatform sole; Perforated detail on toe and sides; Metallic contrast panels; 1 inch heel height; Suede upper material; Leather lining; Leather sock; Synthetic sole; Imported,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sneakers,Recoupe,6,4.7,True to size,"2.75 inch heel height; Textile and synthetic upper material; Textile lining; Textile sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",5.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,5.0,0.0,1.0
Woman's,Womens-sneakers,Finnian,0,,,Distressed flatform high top sneaker; Laced closure; Perforated details on toe and sides; Padded ankle collar; 1 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Talon,3,5.0,True to size,1 inch heel height; Leather upper material; Faux fur lining; Faux fur sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0
Woman's,Womens-sneakers,Braxton,14,4.6,True to size,"1 inch heel height; Textile, suede, and synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported",7.0,2.0,2.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,12.0,0.0,2.0
Woman's,Womens-sneakers,Tommy,4,5.0,True to size,Chunky platform fashion sneaker; Front lacing with toggle closure; Wide treaded platform sole; Reinforced mesh panel design; 1.25 inch heel height; Textile and vegan leather upper material; Textile lining; Synthetic sole; Imported,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sneakers,Aziel,5,4.2,True to size,"1 inch heel height; Suede upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,0.0,0.0
Woman's,Womens-sneakers,Blaze,1,4.0,True to size,"1 inch heel height; Suede, textile, and leather upper material; Textile lining; Textile sock; Synthetic sole; Imported",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Memento,5,4.8,Big,"1 inch heel height; Leather and suede upper material; Textile lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
Woman's,Womens-sneakers,Giia,0,,,1 inch heel height; Textile and synthetic upper material; Textile lining; Textile sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Dodge-p,5,4.6,True to size,1.5 inch heel height; Vegan leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0
Woman's,Womens-sneakers,Fuse,5,4.8,True to size,2 inch heel height; Vegan leather upper material; Textile and vegan leather lining; Vegan leather sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0
Woman's,Womens-sneakers,Optimus,7,5.0,True to size,1 inch heel height; Textile and suede upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,6.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,7.0,0.0,0.0
Woman's,Womens-sneakers,Mobility,7,4.9,Big,.5 inch heel height; Leather upper material; Unlined; Synthetic sock; Synthetic sole; Imported,4.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,6.0,0.0,1.0
Woman's,Womens-sneakers,Strecker,1,5.0,True to size,1.5 inch heel height; Vegan leather upper material; Textile lining; Vegan leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sneakers,Rapid,11,5.0,True to size,"1.75 inch heel height; Textile and synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",6.0,1.0,4.0,0.0,0.0,0.0,6.0,4.0,5.0,5.0,9.0,1.0,1.0
Woman's,Womens-sneakers,Wyatt-a,0,,,.75 inch heel height; Leather and synthetic upper material with charms; Textile lining; Synthetic sock; Synthetic sole; This style comes with removable pin charms; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Supercampl,0,,,"1.5 inch heel height; Leather, suede, and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Supercampo,20,4.4,True to size,1.5 inch heel height; Synthetic upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,12.0,3.0,1.0,2.0,2.0,0.0,13.0,5.0,6.0,6.0,17.0,0.0,3.0
Woman's,Womens-sneakers,Paxtin-c,7,5.0,Big,1 inch heel height; 10.5 inch shaft circumference; 7.5 inch shaft height; Leather upper material; Textile lining; Synthetic sock; Synthetic sole; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Imported,3.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0
Woman's,Womens-sneakers,Rockaway,65,4.6,True to size,2 inch heel height; Vegan leather upper material; Textile and vegan leather lining; Synthetic sock; Synthetic sole; Imported,36.0,1.0,4.0,4.0,8.0,1.0,54.0,0.0,0.0,0.0,52.0,1.0,1.0
Woman's,Womens-sneakers,Scooter,11,4.7,True to size,"1 inch heel height; Vegan leather upper material; Textile lining; Vegan leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",6.0,1.0,0.0,0.0,2.0,2.0,9.0,0.0,1.0,1.0,7.0,1.0,3.0
Woman's,Womens-sneakers,Myrcella,5,4.8,Small,".75 inch heel height; 12 inch shaft circumference; 11 inch shaft height; Textile, suede, and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported",2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,1.0
Woman's,Womens-sneakers,Burst,0,,,"1 inch heel height; Textile, suede, and synthetic upper material; Textile lining; Synthetic sock; Synthetic sole; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Paxtin,4,4.8,True to size,1 inch heel height; 10.5 inch shaft circumference; 7.5 inch shaft height; Textile and suede upper material; Textile lining; Synthetic sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0
Woman's,Womens-sneakers,Liftoff,0,,,.75 inch hidden wedge; Suede and leather upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sneakers,Tux-l,18,4.7,True to size,1 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,13.0,1.0,3.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
Woman's,Womens-sneakers,Tux,22,5.0,Big,1 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,12.0,7.0,1.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,21.0,1.0,0.0
Woman's,Womens-loafers-flats,Madison,0,,,"1 inch heel height; Leather upper material; Leather lining; Leather sock; Synthetic sole; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Fit tip: If you are in between sizes, size up a half-size; Imported; Top-handle tote bag; Pale gold hardware; Removable and adjustable crossbody strap; Top-handle strap: 7 inches; Crossbody strap: 23-24 inches; 9.25in H x 12.5in W x 6in D; Leather materials; Duster bag included; Pattern Variations are characteristic of this material and make each item unique. Total changes, incidental marks, and texture variations should not be considered imperfections.; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-loafers-flats,Maple,35,4.3,Big,".25 inch heel height; Textile and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",11.0,10.0,3.0,2.0,2.0,7.0,30.0,2.0,4.0,3.0,31.0,0.0,4.0
Woman's,Womens-loafers-flats,Meadow,9,4.3,Big,.25 inch heel height; Textile and synthetic upper material; Unlined; Synthetic sock; Synthetic sole; Imported,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,2.0,8.0,1.0,0.0
Woman's,Womens-loafers-flats,Jenni,1,5.0,True to size,.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Woman's,Womens-loafers-flats,Vixen,12,4.7,True to size,.25 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,7.0,0.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,11.0,1.0,0.0
Woman's,Womens-loafers-flats,Galanti,8,4.5,Big,.75 inch heel height; Synthetic upper material; Leather lining; Synthetic sock; Synthetic sole; Imported,6.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,6.0,2.0,0.0
Woman's,Womens-loafers-flats,Grove,27,5.0,True to size,".25 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",20.0,5.0,0.0,0.0,2.0,0.0,17.0,6.0,10.0,9.0,21.0,4.0,2.0
Woman's,Womens-loafers-flats,Dreaming,50,4.7,True to size,.25 inch heel height; Vegan leather and textile upper material; Vegan leather and textile lining; Vegan leather sock; Synthetic sole; Imported,29.0,4.0,7.0,2.0,5.0,3.0,49.0,1.0,1.0,1.0,47.0,0.0,3.0
Woman's,Womens-loafers-flats,Delancy,41,4.4,True to size,1 inch heel height; Leather upper material; Synthetic lining; Leather sock; Synthetic sole; Imported,20.0,6.0,7.0,2.0,4.0,2.0,36.0,4.0,5.0,3.0,35.0,0.0,6.0
Woman's,Womens-loafers-flats,Gossamer,3,3.3,Small,".25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0
Woman's,Womens-loafers-flats,Sag,15,4.6,Big,".25 inch heel height; Suede upper material; Unlined; Microsuede sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",6.0,7.0,0.0,0.0,0.0,2.0,12.0,2.0,3.0,2.0,13.0,0.0,2.0
Woman's,Womens-loafers-flats,Lisbon,11,4.7,Big,"2.25 inch heel height; Synthetic upper material; Synthetic lining; Leather sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",4.0,3.0,0.0,0.0,1.0,3.0,9.0,1.0,2.0,1.0,11.0,0.0,0.0
Woman's,Womens-loafers-flats,Minka,46,4.4,True to size,"1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",26.0,1.0,4.0,3.0,9.0,3.0,44.0,0.0,2.0,1.0,39.0,5.0,2.0
Woman's,Womens-loafers-flats,Lando,356,4.0,True to size,"1.5 inch heel height; 1 inch platform; Leather upper material with hardware; Synthetic lining; Synthetic sole; Synthetic sock; Fit tip: If you are in between sizes, size down a half-size; Imported",56.0,7.0,17.0,11.0,8.0,9.0,105.0,1.0,2.0,2.0,97.0,2.0,9.0
Woman's,Womens-loafers-flats,Ottie,3,4.7,True to size,.5 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
Woman's,Womens-loafers-flats,Mags,6,4.7,True to size,".25 inch heel height; Textile and synthetic upper material; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,1.0,0.0
Woman's,Womens-loafers-flats,Caleb,4,3.3,Small,".75 inch heel height; Suede upper material; Textile and synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0
Woman's,Womens-loafers-flats,Kandi,405,3.9,Small,".5 inch heel height; Leather upper material; Synthetic and fabric lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",35.0,7.0,27.0,22.0,15.0,2.0,107.0,0.0,1.0,0.0,106.0,0.0,2.0
