main_category,subcategory,master_name,full_product_name,product_link,price,color
Woman's,Womens-sandals,Lumina,Lumina Brown suede,https://www.stevemadden.com/collections/womens-sandals/products/lumina-brown-suede,79.95,Brown suede
Woman's,Womens-sandals,Linear,Linear Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/linear-taupe-suede,109.95,Taupe suede
Woman's,Womens-sandals,Bigschmonj,Bigschmonj Natural,https://www.stevemadden.com/collections/womens-sandals/products/bigschmonj-natural,59.95,Natural
Woman's,Womens-sandals,Bigmona,Bigmona Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/bigmona-natural-raffia,99.95,Natural raffia
Woman's,Womens-sandals,Bigschmona,Bigschmona Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/bigschmona-taupe-suede,99.95,Taupe suede
Woman's,Womens-sandals,Tracie,Tracie White leather,https://www.stevemadden.com/collections/womens-sandals/products/tracie-white-leather,99.95,White leather
Woman's,Womens-sandals,Mayven,Mayven Camel suede,https://www.stevemadden.com/collections/womens-sandals/products/mayven-camel-suede,89.95,Camel suede
Woman's,Womens-sandals,Mayven,Mayven Black leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-black-leather,89.95,Black leather
Woman's,Womens-sandals,Bigschmonj,Bigschmonj Black,https://www.stevemadden.com/collections/womens-sandals/products/bigschmonj-black,59.95,Black
Woman's,Womens-sandals,Bigschmona,Bigschmona Clear,https://www.stevemadden.com/collections/womens-sandals/products/bigschmona-clear,99.95,Clear
Woman's,Womens-sandals,Kiwi,Kiwi Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/kiwi-taupe-suede,129.95,Taupe suede
Woman's,Womens-sandals,Mayven,Mayven Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/mayven-natural-raffia,89.95,Natural raffia
Woman's,Womens-sandals,Mayven,Mayven Tan nubuck,https://www.stevemadden.com/collections/womens-sandals/products/mayven-tan-nubuck,89.95,Tan nubuck
Woman's,Womens-sandals,Kaya,Kaya Black leather,https://www.stevemadden.com/collections/womens-sandals/products/kaya-black-leather,79.95,Black leather
Woman's,Womens-sandals,Cento,Cento Chestnut suede,https://www.stevemadden.com/collections/womens-sandals/products/cento-chestnut-suede,99.95,Chestnut suede
Woman's,Womens-sandals,Beachy,Beachy Natural,https://www.stevemadden.com/collections/womens-sandals/products/beachy-natural,89.95,Natural
Woman's,Womens-sandals,Maliyah,Maliyah Natural leather,https://www.stevemadden.com/collections/womens-sandals/products/maliyah-natural-leather,69.95,Natural leather
Woman's,Womens-sandals,Klio,Klio Black multi,https://www.stevemadden.com/collections/womens-sandals/products/klio-black-multi,89.95,Black multi
Woman's,Womens-sandals,Cayman,Cayman Clear,https://www.stevemadden.com/collections/womens-sandals/products/cayman-clear,109.95,Clear
Woman's,Womens-sandals,Lumina,Lumina Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/lumina-taupe-suede,79.95,Taupe suede
Woman's,Womens-sandals,Jellie,Jellie Bone,https://www.stevemadden.com/collections/womens-sandals/products/jellie-bone,49.95,Bone
Woman's,Womens-sandals,Dipsy,Dipsy Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/dipsy-natural-raffia,89.95,Natural raffia
Woman's,Womens-sandals,Bigschmona,Bigschmona Black black suede,https://www.stevemadden.com/collections/womens-sandals/products/bigschmona-black-black-suede,99.95,Black black suede
Woman's,Womens-sandals,Mayven,Mayven Red leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-red-leather,89.95,Red leather
Woman's,Womens-sandals,Jellie,Jellie Black,https://www.stevemadden.com/collections/womens-sandals/products/jellie-black,49.95,Black
Woman's,Womens-sandals,Kiwi,Kiwi Black suede,https://www.stevemadden.com/collections/womens-sandals/products/kiwi-black-suede,129.95,Black suede
Woman's,Womens-sandals,Tango,Tango Black,https://www.stevemadden.com/collections/womens-sandals/products/tango-black,79.95,Black
Woman's,Womens-sandals,Hadyn-m,Hadyn-m Pink multi,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-m-pink-multi,79.95,Pink multi
Woman's,Womens-sandals,Slinky30,Slinky30 Black,https://www.stevemadden.com/collections/womens-sandals/products/slinky30-black,89.95,Black
Woman's,Womens-sandals,Hadyn,Hadyn Black leather,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-black-leather,59.95,Black leather
Woman's,Womens-sandals,Marlena,Marlena Sand suede,https://www.stevemadden.com/collections/womens-sandals/products/marlena-sand-suede,109.95,Sand suede
Woman's,Womens-sandals,Hadyn,Hadyn Tortoise,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-tortoise,59.95,Tortoise
Woman's,Womens-sandals,Arwen,Arwen Brown leather,https://www.stevemadden.com/collections/womens-sandals/products/arwen-brown-leather,99.95,Brown leather
Woman's,Womens-sandals,Hadyn,Hadyn Cognac leather,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-cognac-leather,59.95,Cognac leather
Woman's,Womens-sandals,Bigschmonj,Bigschmonj Olive,https://www.stevemadden.com/collections/womens-sandals/products/bigschmonj-olive,59.95,Olive
Woman's,Womens-sandals,Tracie,Tracie Chestnut suede,https://www.stevemadden.com/collections/womens-sandals/products/tracie-chestnut-suede,99.95,Chestnut suede
Woman's,Womens-sandals,Maliyah,Maliyah Black leather,https://www.stevemadden.com/collections/womens-sandals/products/maliyah-black-leather,69.95,Black leather
Woman's,Womens-sandals,Odyssey,Odyssey Black leather,https://www.stevemadden.com/collections/womens-sandals/products/odyssey-black-leather,99.95,Black leather
Woman's,Womens-sandals,Tracie-j,Tracie-j Tan,https://www.stevemadden.com/collections/womens-sandals/products/tracie-j-tan,59.95,Tan
Woman's,Womens-sandals,Mona,Mona Black leather,https://www.stevemadden.com/collections/womens-sandals/products/mona-black-leather,89.95,Black leather
Woman's,Womens-sandals,Sunkissed,Sunkissed Raffia,https://www.stevemadden.com/collections/womens-sandals/products/sunkissed-raffia,109.95,Raffia
Woman's,Womens-sandals,Hadyn,Hadyn White leather,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-white-leather,59.95,White leather
Woman's,Womens-sandals,Tracie-j,Tracie-j Pink,https://www.stevemadden.com/collections/womens-sandals/products/tracie-j-pink,59.95,Pink
Woman's,Womens-sandals,Mona,Mona Beige leather,https://www.stevemadden.com/collections/womens-sandals/products/mona-beige-leather,89.95,Beige leather
Woman's,Womens-sandals,Calissi,Calissi Black leather,https://www.stevemadden.com/collections/womens-sandals/products/calissi-black-leather,79.95,Black leather
Woman's,Womens-sandals,Bigmona,Bigmona Black leather,https://www.stevemadden.com/collections/womens-sandals/products/bigmona-black-leather,99.95,Black leather
Woman's,Womens-sandals,Linear,Linear Black suede,https://www.stevemadden.com/collections/womens-sandals/products/linear-black-suede,109.95,Black suede
Woman's,Womens-sandals,Mona,Mona Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/mona-bone-leather,89.95,Bone leather
Woman's,Womens-sandals,Brazinn,Brazinn Tan leather,https://www.stevemadden.com/collections/womens-sandals/products/brazinn-tan-leather,89.95,Tan leather
Woman's,Womens-sandals,Thona,Thona Chestnut suede,https://www.stevemadden.com/collections/womens-sandals/products/thona-chestnut-suede,99.95,Chestnut suede
Woman's,Womens-sandals,Mona,Mona Gold multi,https://www.stevemadden.com/collections/womens-sandals/products/mona-gold-multi,39.99,Gold multi
Woman's,Womens-sandals,Hadyn-m,Hadyn-m Cream multi,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-m-cream-multi,79.95,Cream multi
Woman's,Womens-sandals,Beachy-w,Beachy-w Cream multi,https://www.stevemadden.com/collections/womens-sandals/products/beachy-w-cream-multi,99.95,Cream multi
Woman's,Womens-sandals,Thona,Thona Black suede,https://www.stevemadden.com/collections/womens-sandals/products/thona-black-suede,99.95,Black suede
Woman's,Womens-sandals,Kaya,Kaya Brown leather,https://www.stevemadden.com/collections/womens-sandals/products/kaya-brown-leather,79.95,Brown leather
Woman's,Womens-sandals,Arwen,Arwen Black leather,https://www.stevemadden.com/collections/womens-sandals/products/arwen-black-leather,99.95,Black leather
Woman's,Womens-sandals,Donddi2,Donddi2 0 tan leather,https://www.stevemadden.com/collections/womens-sandals/products/donddi2-0-tan-leather,59.95,0 tan leather
Woman's,Womens-sandals,Merla,Merla Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/merla-natural-raffia,79.95,Natural raffia
Woman's,Womens-sandals,Tracie-j,Tracie-j Light blue,https://www.stevemadden.com/collections/womens-sandals/products/tracie-j-light-blue,59.95,Light blue
Woman's,Womens-sandals,Mayven,Mayven Camel leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-camel-leather,89.95,Camel leather
Woman's,Womens-sandals,Calissi,Calissi White leather,https://www.stevemadden.com/collections/womens-sandals/products/calissi-white-leather,79.95,White leather
Woman's,Womens-sandals,Caribbean,Caribbean Red,https://www.stevemadden.com/collections/womens-sandals/products/caribbean-red,79.95,Red
Woman's,Womens-sandals,Bigmona-f,Bigmona-f Natural,https://www.stevemadden.com/collections/womens-sandals/products/bigmona-f-natural,59.99,Natural
Woman's,Womens-sandals,Haven,Haven Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/haven-natural-raffia,99.95,Natural raffia
Woman's,Womens-sandals,Mayven-w,Mayven-w Red beige,https://www.stevemadden.com/collections/womens-sandals/products/mayven-w-red-beige,89.95,Red beige
Woman's,Womens-sandals,Caribbean,Caribbean White,https://www.stevemadden.com/collections/womens-sandals/products/caribbean-white,79.95,White
Woman's,Womens-sandals,Travel,Travel Tan,https://www.stevemadden.com/collections/womens-sandals/products/travel-tan,89.95,Tan
Woman's,Womens-sandals,Nashira,Nashira Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/nashira-taupe-suede,79.95,Taupe suede
Woman's,Womens-sandals,Tracie-j,Tracie-j Smoke,https://www.stevemadden.com/collections/womens-sandals/products/tracie-j-smoke,59.95,Smoke
Woman's,Womens-sandals,Mayven,Mayven Cognac leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-cognac-leather,59.97,Cognac leather
Woman's,Womens-sandals,Cento-c,Cento-c Black white,https://www.stevemadden.com/collections/womens-sandals/products/cento-c-black-white,109.95,Black white
Woman's,Womens-sandals,Conga,Conga Tan suede,https://www.stevemadden.com/collections/womens-sandals/products/conga-tan-suede,109.95,Tan suede
Woman's,Womens-sandals,Mona-c,Mona-c Black white,https://www.stevemadden.com/collections/womens-sandals/products/mona-c-black-white,99.95,Black white
Woman's,Womens-sandals,Donddi2,Donddi2 0 black leather,https://www.stevemadden.com/collections/womens-sandals/products/donddi2-0-black-leather,59.95,0 black leather
Woman's,Womens-sandals,Nashira,Nashira Black,https://www.stevemadden.com/collections/womens-sandals/products/nashira-black,79.95,Black
Woman's,Womens-sandals,Hadyn-s,Hadyn-s Mocha sde,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-s-mocha-sde,69.0,Mocha sde
Woman's,Womens-sandals,Jarelli,Jarelli Tan leather,https://www.stevemadden.com/collections/womens-sandals/products/jarelli-tan-leather,99.95,Tan leather
Woman's,Womens-sandals,Bigschmonj,Bigschmonj Light blue,https://www.stevemadden.com/collections/womens-sandals/products/bigschmonj-light-blue,59.95,Light blue
Woman's,Womens-sandals,Mayven,Mayven Orange leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-orange-leather,89.95,Orange leather
Woman's,Womens-sandals,Cento,Cento Pink patent,https://www.stevemadden.com/collections/womens-sandals/products/cento-pink-patent,99.95,Pink patent
Woman's,Womens-sandals,Saga,Saga Black nubuck,https://www.stevemadden.com/collections/womens-sandals/products/saga-black-nubuck,89.95,Black nubuck
Woman's,Womens-sandals,Kindred,Kindred Silver multi,https://www.stevemadden.com/collections/womens-sandals/products/kindred-silver-multi,99.95,Silver multi
Woman's,Womens-sandals,Merla,Merla Green multi,https://www.stevemadden.com/collections/womens-sandals/products/merla-green-multi,79.95,Green multi
Woman's,Womens-sandals,Seabreeze,Seabreeze Black,https://www.stevemadden.com/collections/womens-sandals/products/seabreeze-black,89.95,Black
Woman's,Womens-sandals,Baroni,Baroni Black suede,https://www.stevemadden.com/collections/womens-sandals/products/baroni-black-suede,89.95,Black suede
Woman's,Womens-sandals,Saga,Saga Tan nubuck,https://www.stevemadden.com/collections/womens-sandals/products/saga-tan-nubuck,89.95,Tan nubuck
Woman's,Womens-sandals,Marika,Marika Clear,https://www.stevemadden.com/collections/womens-sandals/products/marika-clear,39.99,Clear
Woman's,Womens-sandals,Mayven-w,Mayven-w Orange multi,https://www.stevemadden.com/collections/womens-sandals/products/mayven-w-orange-multi,89.95,Orange multi
Woman's,Womens-sandals,Cento,Cento White patent,https://www.stevemadden.com/collections/womens-sandals/products/cento-white-patent,99.95,White patent
Woman's,Womens-sandals,Katelyn,Katelyn Black,https://www.stevemadden.com/collections/womens-sandals/products/katelyn-black,29.99,Black
Woman's,Womens-sandals,Travel,Travel Clear,https://www.stevemadden.com/collections/womens-sandals/products/travel-clear,89.95,Clear
Woman's,Womens-sandals,Kade,Kade Tan patent,https://www.stevemadden.com/collections/womens-sandals/products/kade-tan-patent,69.95,Tan patent
Woman's,Womens-sandals,Jellie,Jellie Light green,https://www.stevemadden.com/collections/womens-sandals/products/jellie-light-green,49.95,Light green
Woman's,Womens-sandals,Lumina,Lumina Black leather,https://www.stevemadden.com/collections/womens-sandals/products/lumina-black-leather,79.95,Black leather
Woman's,Womens-sandals,Grover,Grover Black black,https://www.stevemadden.com/collections/womens-sandals/products/grover-black-black,99.95,Black black
Woman's,Womens-sandals,Irenee,Irenee Tan nubuck,https://www.stevemadden.com/collections/womens-sandals/products/irenee-tan-nubuck,79.95,Tan nubuck
Woman's,Womens-sandals,Tango,Tango Mocha,https://www.stevemadden.com/collections/womens-sandals/products/tango-mocha,79.95,Mocha
Woman's,Womens-sandals,Hadyn,Hadyn Raffia,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-raffia,59.95,Raffia
Woman's,Womens-sandals,Retreat,Retreat Rhinestones,https://www.stevemadden.com/collections/womens-sandals/products/retreat-rhinestones,79.95,Rhinestones
Woman's,Womens-sandals,Seabreeze,Seabreeze Tan,https://www.stevemadden.com/collections/womens-sandals/products/seabreeze-tan,89.95,Tan
Woman's,Womens-sandals,Zani,Zani Black leather,https://www.stevemadden.com/collections/womens-sandals/products/zani-black-leather,79.95,Black leather
Woman's,Womens-sandals,Keely,Keely Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/keely-natural-raffia,79.95,Natural raffia
Woman's,Womens-sandals,Kade,Kade Black patent,https://www.stevemadden.com/collections/womens-sandals/products/kade-black-patent,69.95,Black patent
Woman's,Womens-sandals,Dipsy,Dipsy White leather,https://www.stevemadden.com/collections/womens-sandals/products/dipsy-white-leather,89.95,White leather
Woman's,Womens-sandals,Locket,Locket Bronze,https://www.stevemadden.com/collections/womens-sandals/products/locket-bronze,69.99,Bronze
Woman's,Womens-sandals,Kiwi,Kiwi Pink suede,https://www.stevemadden.com/collections/womens-sandals/products/kiwi-pink-suede,129.95,Pink suede
Woman's,Womens-sandals,Tracie,Tracie White crocodile,https://www.stevemadden.com/collections/womens-sandals/products/tracie-white-crocodile,69.99,White crocodile
Woman's,Womens-sandals,Scarla,Scarla Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/scarla-natural-raffia,39.99,Natural raffia
Woman's,Womens-sandals,Kooper,Kooper Navy multi,https://www.stevemadden.com/collections/womens-sandals/products/kooper-navy-multi,79.95,Navy multi
Woman's,Womens-sandals,Irenee,Irenee Black leather,https://www.stevemadden.com/collections/womens-sandals/products/irenee-black-leather,79.95,Black leather
Woman's,Womens-sandals,Meduza,Meduza Black leather,https://www.stevemadden.com/collections/womens-sandals/products/meduza-black-leather,89.95,Black leather
Woman's,Womens-sandals,Mona,Mona Floral,https://www.stevemadden.com/collections/womens-sandals/products/mona-floral,89.95,Floral
Woman's,Womens-sandals,Marnie,Marnie Bone,https://www.stevemadden.com/collections/womens-sandals/products/marnie-bone,39.99,Bone
Woman's,Womens-sandals,Lumina,Lumina Black,https://www.stevemadden.com/collections/womens-sandals/products/lumina-black,79.95,Black
Woman's,Womens-sandals,Marella,Marella Cognac leather,https://www.stevemadden.com/collections/womens-sandals/products/marella-cognac-leather,79.95,Cognac leather
Woman's,Womens-sandals,Jellie,Jellie Orange,https://www.stevemadden.com/collections/womens-sandals/products/jellie-orange,29.99,Orange
Woman's,Womens-sandals,Marin,Marin Black,https://www.stevemadden.com/collections/womens-sandals/products/marin-black,79.95,Black
Woman's,Womens-sandals,Knicky,Knicky Rhinestones,https://www.stevemadden.com/collections/womens-sandals/products/knicky-rhinestones,39.99,Rhinestones
Woman's,Womens-sandals,Grover,Grover Black tan,https://www.stevemadden.com/collections/womens-sandals/products/grover-black-tan,99.95,Black tan
Woman's,Womens-sandals,Meduza,Meduza Gold leather,https://www.stevemadden.com/collections/womens-sandals/products/meduza-gold-leather,89.95,Gold leather
Woman's,Womens-sandals,Katelyn,Katelyn Bone,https://www.stevemadden.com/collections/womens-sandals/products/katelyn-bone,29.99,Bone
Woman's,Womens-sandals,Mayven-s,Mayven-s Camel fabric,https://www.stevemadden.com/collections/womens-sandals/products/mayven-s-camel-fabric,49.99,Camel fabric
Woman's,Womens-sandals,Hadyn,Hadyn Mesh brown,https://www.stevemadden.com/collections/womens-sandals/products/hadyn-mesh-brown,69.95,Mesh brown
Woman's,Womens-sandals,Gillian-r,Gillian-r Rhinestones,https://www.stevemadden.com/collections/womens-sandals/products/gillian-r-rhinestones,39.99,Rhinestones
Woman's,Womens-sandals,Pinnacle,Pinnacle Camel patent,https://www.stevemadden.com/collections/womens-sandals/products/pinnacle-camel-patent,129.95,Camel patent
Woman's,Womens-sandals,Zani,Zani White leather,https://www.stevemadden.com/collections/womens-sandals/products/zani-white-leather,79.95,White leather
Woman's,Womens-sandals,Senses,Senses Silver leather,https://www.stevemadden.com/collections/womens-sandals/products/senses-silver-leather,49.99,Silver leather
Woman's,Womens-sandals,Matina,Matina Multi,https://www.stevemadden.com/collections/womens-sandals/products/matina-multi,59.99,Multi
Woman's,Womens-sandals,Tango,Tango Gold,https://www.stevemadden.com/collections/womens-sandals/products/tango-gold,79.95,Gold
Woman's,Womens-sandals,Lumina,Lumina Pink suede,https://www.stevemadden.com/collections/womens-sandals/products/lumina-pink-suede,79.95,Pink suede
Woman's,Womens-sandals,Pinnacle,Pinnacle Black patent,https://www.stevemadden.com/collections/womens-sandals/products/pinnacle-black-patent,129.95,Black patent
Woman's,Womens-sandals,Kade,Kade White patent,https://www.stevemadden.com/collections/womens-sandals/products/kade-white-patent,69.95,White patent
Woman's,Womens-sandals,Lumina,Lumina Rhinestones,https://www.stevemadden.com/collections/womens-sandals/products/lumina-rhinestones,59.99,Rhinestones
Woman's,Womens-sandals,Mojito,Mojito Olive,https://www.stevemadden.com/collections/womens-sandals/products/mojito-olive,59.99,Olive
Woman's,Womens-sandals,Hades,Hades Black leather,https://www.stevemadden.com/collections/womens-sandals/products/hades-black-leather,99.95,Black leather
Woman's,Womens-sandals,Lucero,Lucero Multi,https://www.stevemadden.com/collections/womens-sandals/products/lucero-multi,39.99,Multi
Woman's,Womens-sandals,Wade,Wade Black,https://www.stevemadden.com/collections/womens-sandals/products/wade-black,39.99,Black
Woman's,Womens-sandals,Duri,Duri Multi,https://www.stevemadden.com/collections/womens-sandals/products/duri-multi,39.99,Multi
Woman's,Womens-sandals,Marin,Marin Light green,https://www.stevemadden.com/collections/womens-sandals/products/marin-light-green,79.95,Light green
Woman's,Womens-sandals,Matina,Matina Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/matina-bone-leather,59.99,Bone leather
Woman's,Womens-sandals,Camari,Camari Black leather,https://www.stevemadden.com/collections/womens-sandals/products/camari-black-leather,39.99,Black leather
Woman's,Womens-sandals,Loco,Loco Black multi,https://www.stevemadden.com/collections/womens-sandals/products/loco-black-multi,89.95,Black multi
Woman's,Womens-sandals,Cadenza,Cadenza Natural raffia,https://www.stevemadden.com/collections/womens-sandals/products/cadenza-natural-raffia,39.99,Natural raffia
Woman's,Womens-sandals,Reef,Reef Black leather,https://www.stevemadden.com/collections/womens-sandals/products/reef-black-leather,89.95,Black leather
Woman's,Womens-sandals,Scarla,Scarla Black,https://www.stevemadden.com/collections/womens-sandals/products/scarla-black,39.99,Black
Woman's,Womens-sandals,Teddy-t,Teddy-t Bright multi,https://www.stevemadden.com/collections/womens-sandals/products/teddy-t-bright-multi,19.99,Bright multi
Woman's,Womens-sandals,Baroni,Baroni Sand suede,https://www.stevemadden.com/collections/womens-sandals/products/baroni-sand-suede,89.95,Sand suede
Woman's,Womens-sandals,Marin,Marin Yellow,https://www.stevemadden.com/collections/womens-sandals/products/marin-yellow,79.95,Yellow
Woman's,Womens-sandals,Mayven-f,Mayven-f Black leather,https://www.stevemadden.com/collections/womens-sandals/products/mayven-f-black-leather,49.99,Black leather
Woman's,Womens-sandals,Silas,Silas Black,https://www.stevemadden.com/collections/womens-sandals/products/silas-black,39.99,Black
Woman's,Womens-sandals,Zani,Zani Olive leather,https://www.stevemadden.com/collections/womens-sandals/products/zani-olive-leather,79.95,Olive leather
Woman's,Womens-sandals,Teddy-t,Teddy-t Pastel multi,https://www.stevemadden.com/collections/womens-sandals/products/teddy-t-pastel-multi,19.99,Pastel multi
Woman's,Womens-sandals,River,River Cognac leather,https://www.stevemadden.com/collections/womens-sandals/products/river-cognac-leather,59.99,Cognac leather
Woman's,Womens-sandals,Cosmo,Cosmo Denim fabric,https://www.stevemadden.com/collections/womens-sandals/products/cosmo-denim-fabric,69.99,Denim fabric
Woman's,Womens-sandals,Picnic,Picnic Floral multi,https://www.stevemadden.com/collections/womens-sandals/products/picnic-floral-multi,59.99,Floral multi
Woman's,Womens-sandals,Loco,Loco Bone multi,https://www.stevemadden.com/collections/womens-sandals/products/loco-bone-multi,89.95,Bone multi
Woman's,Womens-sandals,Reef,Reef Tan leather,https://www.stevemadden.com/collections/womens-sandals/products/reef-tan-leather,89.95,Tan leather
Woman's,Womens-sandals,Lynley,Lynley White,https://www.stevemadden.com/collections/womens-sandals/products/lynley-white,29.99,White
Woman's,Womens-sandals,Pinnacle,Pinnacle Multi snake,https://www.stevemadden.com/collections/womens-sandals/products/pinnacle-multi-snake,129.95,Multi snake
Woman's,Womens-sandals,Boho,Boho Black,https://www.stevemadden.com/collections/womens-sandals/products/boho-black,39.99,Black
Woman's,Womens-sandals,Lucero,Lucero Blue multi,https://www.stevemadden.com/collections/womens-sandals/products/lucero-blue-multi,39.99,Blue multi
Woman's,Womens-sandals,Boho,Boho Tan,https://www.stevemadden.com/collections/womens-sandals/products/boho-tan,39.99,Tan
Woman's,Womens-sandals,Sunset,Sunset Tan leather,https://www.stevemadden.com/collections/womens-sandals/products/sunset-tan-leather,39.99,Tan leather
Woman's,Womens-sandals,Cabo,Cabo Multi,https://www.stevemadden.com/collections/womens-sandals/products/cabo-multi,39.99,Multi
Woman's,Womens-sandals,Marella,Marella Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/marella-bone-leather,79.95,Bone leather
Woman's,Womens-sandals,Marella,Marella Gold leather,https://www.stevemadden.com/collections/womens-sandals/products/marella-gold-leather,79.95,Gold leather
Woman's,Womens-sandals,River,River Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/river-bone-leather,59.99,Bone leather
Woman's,Womens-sandals,Levana,Levana Blue,https://www.stevemadden.com/collections/womens-sandals/products/levana-blue,39.99,Blue
Woman's,Womens-sandals,Libra-r,Libra-r Black,https://www.stevemadden.com/collections/womens-sandals/products/libra-r-black,79.95,Black
Woman's,Womens-sandals,Arbor,Arbor Black leather,https://www.stevemadden.com/collections/womens-sandals/products/arbor-black-leather,79.99,Black leather
Woman's,Womens-sandals,Saffron,Saffron Chestnut suede,https://www.stevemadden.com/collections/womens-sandals/products/saffron-chestnut-suede,39.99,Chestnut suede
Woman's,Womens-sandals,Haven,Haven Natural black,https://www.stevemadden.com/collections/womens-sandals/products/haven-natural-black,69.99,Natural black
Woman's,Womens-sandals,Silas,Silas Blue multi,https://www.stevemadden.com/collections/womens-sandals/products/silas-blue-multi,39.99,Blue multi
Woman's,Womens-sandals,Aperol,Aperol Natural,https://www.stevemadden.com/collections/womens-sandals/products/aperol-natural,59.99,Natural
Woman's,Womens-sandals,Gene,Gene Raffia,https://www.stevemadden.com/collections/womens-sandals/products/gene-raffia,39.99,Raffia
Woman's,Womens-sandals,Libra-r,Libra-r Natural,https://www.stevemadden.com/collections/womens-sandals/products/libra-r-natural,79.95,Natural
Woman's,Womens-sandals,Marin,Marin White,https://www.stevemadden.com/collections/womens-sandals/products/marin-white,79.95,White
Woman's,Womens-sandals,Vista,Vista Black suede,https://www.stevemadden.com/collections/womens-sandals/products/vista-black-suede,39.99,Black suede
Woman's,Womens-sandals,Saffron,Saffron Gold,https://www.stevemadden.com/collections/womens-sandals/products/saffron-gold,39.99,Gold
Woman's,Womens-sandals,Sandra-w,Sandra-w White leather,https://www.stevemadden.com/collections/womens-sandals/products/sandra-w-white-leather,39.99,White leather
Woman's,Womens-sandals,Lynley,Lynley Natural,https://www.stevemadden.com/collections/womens-sandals/products/lynley-natural,29.99,Natural
Woman's,Womens-sandals,Parkley,Parkley White denim,https://www.stevemadden.com/collections/womens-sandals/products/parkley-white-denim,39.99,White denim
Woman's,Womens-sandals,Cabo,Cabo Rhinestones,https://www.stevemadden.com/collections/womens-sandals/products/cabo-rhinestones,39.99,Rhinestones
Woman's,Womens-sandals,Emerie,Emerie Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/emerie-bone-leather,39.99,Bone leather
Woman's,Womens-sandals,Mojito,Mojito Floral multi,https://www.stevemadden.com/collections/womens-sandals/products/mojito-floral-multi,59.99,Floral multi
Woman's,Womens-sandals,Arbor,Arbor Taupe suede,https://www.stevemadden.com/collections/womens-sandals/products/arbor-taupe-suede,79.99,Taupe suede
Woman's,Womens-sandals,Dominica,Dominica Natural,https://www.stevemadden.com/collections/womens-sandals/products/dominica-natural,79.99,Natural
Woman's,Womens-sandals,Astrid,Astrid Black,https://www.stevemadden.com/collections/womens-sandals/products/astrid-black,39.99,Black
Woman's,Womens-sandals,Parkley,Parkley Natural,https://www.stevemadden.com/collections/womens-sandals/products/parkley-natural,39.99,Natural
Woman's,Womens-sandals,Marika,Marika Ivory,https://www.stevemadden.com/collections/womens-sandals/products/marika-ivory,39.99,Ivory
Woman's,Womens-sandals,Hexa,Hexa Chocolate brown suede,https://www.stevemadden.com/collections/womens-sandals/products/hexa-chocolate-brown-suede,49.99,Chocolate brown suede
Woman's,Womens-sandals,Lynley,Lynley Black,https://www.stevemadden.com/collections/womens-sandals/products/lynley-black,29.99,Black
Woman's,Womens-sandals,Media,Media Black leather,https://www.stevemadden.com/collections/womens-sandals/products/media-black-leather,39.99,Black leather
Woman's,Womens-sandals,River,River Gold leather,https://www.stevemadden.com/collections/womens-sandals/products/river-gold-leather,59.99,Gold leather
Woman's,Womens-sandals,Stacie,Stacie Brown,https://www.stevemadden.com/collections/womens-sandals/products/stacie-brown,39.99,Brown
Woman's,Womens-sandals,Impress,Impress White leather,https://www.stevemadden.com/collections/womens-sandals/products/impress-white-leather,49.99,White leather
Woman's,Womens-sandals,Ashani,Ashani Blush multi,https://www.stevemadden.com/collections/womens-sandals/products/ashani-blush-multi,29.99,Blush multi
Woman's,Womens-sandals,Cosmo,Cosmo Cream,https://www.stevemadden.com/collections/womens-sandals/products/cosmo-cream,69.99,Cream
Woman's,Womens-sandals,Sunset,Sunset Bone leather,https://www.stevemadden.com/collections/womens-sandals/products/sunset-bone-leather,39.99,Bone leather
Woman's,Womens-sandals,Senses,Senses Black leather,https://www.stevemadden.com/collections/womens-sandals/products/senses-black-leather,49.99,Black leather
